gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	updown	symbol	genename	ensembl	refseq	entrezid	GO
173	FBgn0004647	1654.75630810012	0.242429927705084	0.0705797079924841	3.43483891617828	0.000592906153319559	0.0252582356884098	1	N	Notch	FBgn0004647	NM_001258581	31293	GO:0001745|GO:0002052|GO:0002213|GO:0003682|GO:0003713|GO:0004888|GO:0005509|GO:0005515|GO:0005634|GO:0005634|GO:0005737|GO:0005764|GO:0005768|GO:0005769|GO:0005770|GO:0005783|GO:0005886|GO:0005887|GO:0005912|GO:0006110|GO:0007015|GO:0007219|GO:0007219|GO:0007219|GO:0007293|GO:0007297|GO:0007298|GO:0007346|GO:0007391|GO:0007400|GO:0007400|GO:0007400|GO:0007403|GO:0007405|GO:0007411|GO:0007422|GO:0007423|GO:0007440|GO:0007455|GO:0007474|GO:0007476|GO:0007478|GO:0007480|GO:0007498|GO:0007521|GO:0007616|GO:0007616|GO:0008045|GO:0008284|GO:0008340|GO:0008347|GO:0008356|GO:0008407|GO:0008587|GO:0009608|GO:0009950|GO:0009986|GO:0010001|GO:0010628|GO:0010628|GO:0010629|GO:0014018|GO:0014019|GO:0016021|GO:0016324|GO:0016330|GO:0016348|GO:0016360|GO:0022416|GO:0030139|GO:0030154|GO:0030707|GO:0030713|GO:0030718|GO:0030720|GO:0031410|GO:0032991|GO:0035035|GO:0035153|GO:0035162|GO:0035167|GO:0035171|GO:0035172|GO:0035204|GO:0035214|GO:0035222|GO:0036011|GO:0036099|GO:0036335|GO:0040008|GO:0040008|GO:0042686|GO:0042688|GO:0042691|GO:0043525|GO:0043697|GO:0045165|GO:0045316|GO:0045466|GO:0045595|GO:0045893|GO:0045944|GO:0045944|GO:0046331|GO:0046666|GO:0046667|GO:0046716|GO:0046843|GO:0048052|GO:0048056|GO:0048190|GO:0048477|GO:0048542|GO:0048627|GO:0048664|GO:0048665|GO:0048749|GO:0048803|GO:0048863|GO:0050699|GO:0050767|GO:0050768|GO:0050877|GO:0051489|GO:0060250|GO:0060288|GO:0060289|GO:0060571|GO:0061331|GO:0061382|GO:0097150|GO:0097150|GO:1900087|GO:1902692|GO:1902692|GO:1990433|GO:1990433|GO:2000035|GO:2000048
174	FBgn0004782	18.1246394343447	3.54620767781257	1.00041305289551	3.5447435112414	0.000392995304055694	0.0194329402074436	1	Ccp84Ab	Ccp84Ab	FBgn0004782	NM_141425	40824	GO:0008010|GO:0031012|GO:0040003|GO:0062129
175	FBgn0004783	9.10688990580076	5.20536781526111	1.50485670535157	3.45904550031228	0.000542093319980776	0.0237927929887961	1	Ccp84Aa	Ccp84Aa	FBgn0004783	NM_141426	40825	GO:0008010|GO:0031012|GO:0040003|GO:0062129
176	FBgn0004858	1519.73472505791	0.17758164908373	0.0564575274862824	3.14540251743893	0.00165858458888893	0.0475682060093346	1	elB	elbow B	FBgn0004858	NM_078842	34844	GO:0000228|GO:0001752|GO:0005515|GO:0005634|GO:0005634|GO:0007424|GO:0010629|GO:0035214|GO:0035220|GO:0045892|GO:0048737
177	FBgn0005666	15740.3102031706	0.197364253720326	0.0620639500725246	3.18001438016266	0.00147267744047735	0.0445114169714302	1	bt	bent	FBgn0005666	NM_001169354	43814	GO:0004672|GO:0004674|GO:0005524|GO:0007498|GO:0008307|GO:0018105|GO:0018107|GO:0030017|GO:0030018|GO:0031674|GO:0045214|GO:0046777|GO:0071689
178	FBgn0039479	163.390290502792	-0.552858817944409	0.158803999884736	-3.48139101247883	0.000498816732775506	0.0228251996626799	-1	CG14257	uncharacterized protein	FBgn0039479	NM_001276076	43257	GO:0003674|GO:0005575|GO:0008150
179	FBgn0039480	127.541240735456	4.54910857934377	1.26940710781984	3.58364826486335	0.000338828289824676	0.0174916716339091	1	Cpr97Ea	Cuticular protein 97Ea	FBgn0039480	NM_001276077	43258	GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129
180	FBgn0039481	378.048326803456	1.63393326493783	0.517146206320137	3.15951900056354	0.00158029795771334	0.0460391093504478	1	Cpr97Eb	Cuticular protein 97Eb	FBgn0039481	NM_143273	43259	GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129
181	FBgn0039525	725.564839902267	-0.592723376691848	0.176942911774702	-3.34980006120026	0.000808699112890566	0.0307878193243824	-1	CG5646	uncharacterized protein	FBgn0039525	NM_143311	43311	GO:0005289|GO:0005739|GO:0006810|GO:0022857|GO:0022857|GO:1990575
182	FBgn0039678	1030.316048866	-0.960402881723577	0.198552203242917	-4.83702958737043	1.3179381644126e-06	0.000269989046823954	-1	Obp99a	Odorant-binding protein 99a	FBgn0039678	NM_001300657	43488	GO:0005549|GO:0005549|GO:0005576|GO:0005576|GO:0007606|GO:0007608|GO:0012505|GO:0019236|GO:0042048
183	FBgn0039722	1917.86927083161	-0.636045559542145	0.130496969931499	-4.87402550324365	1.093468643444e-06	0.000247584321268215	-1	Capa	Capability	FBgn0039722	NM_079828	43541	GO:0005184|GO:0005576|GO:0005615|GO:0005615|GO:0006812|GO:0007204|GO:0007218|GO:0007218|GO:0007218|GO:0008613|GO:0016084|GO:0038060|GO:0042045|GO:0071855
184	FBgn0039805	611.57328091362	3.17027796228927	0.796429989809755	3.98061098006437	6.8738363278638e-05	0.00572346655789744	1	Cpr100A	Cuticular protein 100A	FBgn0039805	NM_143572	43657	GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129
185	FBgn0039916	2220.25807242128	-0.290581274012874	0.0623723880824653	-4.65881270456862	3.18038402368179e-06	0.000540079423811016	-1	Ekar	Eye-enriched kainate receptor	FBgn0039916	NM_001042785	43806	GO:0005886|GO:0005886|GO:0006811|GO:0015276|GO:0015277|GO:0016057|GO:0016057|GO:0035249|GO:0038023|GO:0045211|GO:0060025|GO:0071484|GO:0071632
186	FBgn0039932	590.284060127251	-0.351556154984541	0.0920784255985951	-3.81800788511642	0.00013453362673975	0.00913837361422746	-1	fuss	fussel	FBgn0039932	NM_001169358	43835	GO:0000122|GO:0000978|GO:0000981|GO:0005634|GO:0005667|GO:0005829|GO:0007474|GO:0030514|GO:0030514|GO:0030514|GO:0046332|GO:0070410
187	FBgn0039942	628.107747842678	-0.326106941878539	0.0896792663631647	-3.63636942075259	0.00027650770945612	0.015209152834748	-1	CG17163	uncharacterized protein	FBgn0039942	NM_001015255	3354988	NA
188	FBgn0039944	6696.68762805306	-0.33362197022716	0.0509250910081947	-6.55122973022227	5.70651917002255e-11	5.66525664679315e-08	-1	CG17162	uncharacterized protein	FBgn0039944	NM_001111000	5740457	GO:0003674|GO:0005575|GO:0008150
189	FBgn0039945	6664.57239709166	-0.335141004829822	0.0514101248490638	-6.51896889598636	7.07923304035408e-11	6.5260415442007e-08	-1	CG17159	uncharacterized protein	FBgn0039945	NM_001111004	5740147	GO:0003674|GO:0005575|GO:0008150
190	FBgn0040028	668.94104637365	-0.551405089183182	0.170477298050637	-3.23447811226688	0.00121865261023493	0.0386435640975234	-1	CG17450	uncharacterized protein	FBgn0040028	NM_001298592	49952	GO:0005200|GO:0005737|GO:0007020|GO:0030317|GO:0015630|GO:0060271|GO:0060294
191	FBgn0040038	191.119390772929	0.524458375540863	0.139105107383956	3.77023090959027	0.000163096573813351	0.0104204177308669	1	klhl10	kelch like family member 10	FBgn0040038	NM_001015100	3354863	GO:0006919|GO:0007291|GO:0016567|GO:0031463
192	FBgn0040102	591.944537359172	-0.50638099535325	0.15364595834525	-3.29576515260745	0.000981540295452919	0.0336908485455196	-1	lectin-24Db	lectin-24Db	FBgn0040102	NM_144384	53550	GO:0005537|GO:0005576|GO:0009897|GO:0030246|GO:0042806|GO:0044419|GO:0140081
193	FBgn0040211	676.104499591973	-0.800801595170805	0.145028900838355	-5.52166906417745	3.35794496832777e-08	1.66683222158608e-05	-1	hgo	homogentisate 1,2-dioxygenase	FBgn0040211	NM_078820	34552	GO:0004411|GO:0006559|GO:0006570
194	FBgn0040271	3420.74496039812	0.240589850903201	0.0481930993610815	4.99220540062402	5.96937226914623e-07	0.000154081437011203	1	Sulf1	Sulfated	FBgn0040271	NM_001275697	53437	GO:0005615|GO:0008045|GO:0008449|GO:0016201|GO:0030202|GO:0042059|GO:0045879|GO:0045880|GO:0048100|GO:0048190|GO:0090090
195	FBgn0040514	984.516186103831	-0.680539763720519	0.102149425778114	-6.66219862262139	2.6976110655913e-11	3.1650334920474e-08	-1	CG17169	uncharacterized protein	FBgn0040514	NM_001170391	3354995	GO:0003674|GO:0005575|GO:0008150
196	FBgn0040637	388.427699333304	3.6829169467446	0.961275678837145	3.83128069067536	0.000127477973036783	0.00876505413887088	1	CG11458	uncharacterized protein	FBgn0040637	NM_144026	50110	GO:0005615
197	FBgn0040752	6562.6319055568	0.277632704170646	0.0639612044564969	4.34064221475812	1.42066885236763e-05	0.00179464165338706	1	Prosap	prosap	FBgn0040752	NM_001259386	50225	GO:0005515|GO:0008284|GO:0014069|GO:0014069|GO:0014069|GO:0030160|GO:0030160|GO:0030424|GO:0031594|GO:0035255|GO:0035331|GO:0043195|GO:0043197|GO:0045211|GO:0050808|GO:0051124|GO:0097107|GO:1990255|GO:2000050
198	FBgn0040993	5955.05529285168	0.676066805528132	0.137484435987597	4.91740610980231	8.76984955189863e-07	0.000205788506030552	1	CG17325	uncharacterized protein	FBgn0040993	NM_001144364	50467	NA
199	FBgn0041181	2265.88776241839	0.324325817377093	0.0736443847425611	4.40394496485835	1.06299920972707e-05	0.0014594752979508	1	Tep3	Thioester-containing protein 3	FBgn0041181	NM_078783	34045	GO:0004866|GO:0005615|GO:0045087|GO:0050830|GO:0098542
200	FBgn0041194	3781.86035442307	0.678098385857731	0.16254888497937	4.17165818112988	3.02391026342913e-05	0.00299556609939657	1	Prat2	Phosphoribosylamidotransferase 2	FBgn0041194	NM_079225	38753	GO:0004044|GO:0006164|GO:0009113
201	FBgn0041210	5460.54188270659	0.195949111823072	0.0564805825241126	3.46931818097693	0.000521781105750241	0.0233823158014327	1	HDAC4	Histone deacetylase 4	FBgn0041210	NM_001014736	32278	GO:0000118|GO:0000122|GO:0004407|GO:0004407|GO:0004407|GO:0005634|GO:0005737|GO:0005737|GO:0005829|GO:0006325|GO:0006355|GO:0007613|GO:0007616|GO:0008134|GO:0008286|GO:0009267|GO:0016573|GO:0016575|GO:0016575|GO:0016575|GO:0019789|GO:0033558|GO:0045129|GO:0051091
202	FBgn0041579	646.009074896702	1.55483608540084	0.378418040754005	4.10877896387498	3.97756539068142e-05	0.00374704079796601	1	AttC	Attacin-C	FBgn0041579	NM_079005	36484	GO:0005576|GO:0005615|GO:0006952|GO:0006959|GO:0009617|GO:0019731|GO:0050830
203	FBgn0042182	944.621949769453	-0.24890763524329	0.0768646760673446	-3.23825777949302	0.00120262092973976	0.0383235202943738	-1	CG18749	uncharacterized protein	FBgn0042182	NM_001031983	3771984	GO:0004656|GO:0005506|GO:0005576|GO:0005783|GO:0018401|GO:0019953|GO:0031418
204	FBgn0043010	1206.99994706654	-0.204422116751096	0.0621567702948237	-3.28881497190854	0.00100610140948005	0.0342605403449854	-1	Fsn	F-box synaptic protein	FBgn0043010	NM_137005	36460	GO:0005515|GO:0005634|GO:0005737|GO:0005938|GO:0007274|GO:0010629|GO:0019005|GO:0019005|GO:0019005|GO:0031146|GO:0031594|GO:0043161|GO:0045202|GO:0045495|GO:0045732|GO:0045886|GO:0060386
205	FBgn0043362	4641.3201483935	0.21252604697798	0.0650352647231899	3.26785856692605	0.00108364502996745	0.0359525006600513	1	bchs	blue cheese	FBgn0043362	NM_135124	33819	GO:0000045|GO:0001578|GO:0005737|GO:0005764|GO:0007420|GO:0022416|GO:0031396|GO:0031594|GO:0032418|GO:0046622|GO:0046872|GO:0048666|GO:0048749|GO:0048786|GO:0050807|GO:0097156
206	FBgn0043534	1003.01166268056	-0.377237966907302	0.120475059022767	-3.13125363844821	0.00174061758620474	0.0492640582621893	-1	Obp57b	Odorant-binding protein 57b	FBgn0043534	NM_001299703	246669	GO:0005549|GO:0005549|GO:0005576|GO:0007606|GO:1990834
207	FBgn0043783	2082.50660292675	-0.424362543822543	0.0915274078135437	-4.63645321068241	3.5443837980433e-06	0.000579035661994264	-1	CG32444	uncharacterized protein	FBgn0043783	NM_168930	40406	GO:0004034|GO:0006006|GO:0030246|GO:0033499
208	FBgn0043884	14574.0905652927	0.176079946993233	0.0531863382429007	3.31062360768436	0.000930883286209887	0.0328250811252044	1	mask	multiple ankyrin repeats single KH domain	FBgn0043884	NM_001260351	50070	GO:0001751|GO:0003723|GO:0005634|GO:0005737|GO:0005829|GO:0005829|GO:0007005|GO:0007169|GO:0019901|GO:0030018|GO:0031430|GO:0045214|GO:0045874|GO:0045944|GO:0046427|GO:0046843|GO:0060361|GO:0090212|GO:0090575|GO:1903147|GO:1903147
209	FBgn0045800	948.348680358623	-0.555345662959213	0.160296100978047	-3.46449888406998	0.000531220343700199	0.0236115701467819	-1	Uhg1	U snoRNA host gene 1	FBgn0045800	NR_001754	3772106	NA
210	FBgn0046706	960.193212762446	-0.288063247121917	0.0667915816932068	-4.3128675773105	1.61150647835247e-05	0.00190527855707919	-1	Haspin	haspin	FBgn0046706	NM_001015349	3355064	GO:0000278|GO:0000785|GO:0005515|GO:0005524|GO:0005634|GO:0005634|GO:0005652|GO:0005737|GO:0006468|GO:0034093|GO:0035556|GO:0035556|GO:0043687|GO:0072354|GO:0072354|GO:0072354|GO:0120187|GO:2000720
211	FBgn0050274	671.385253580528	0.398329328032754	0.109830386466834	3.62676797238657	0.000286990963199879	0.015368901954596	1	CG30274	uncharacterized protein	FBgn0050274	NM_166563	246521	GO:0004111|GO:0016301|GO:0046314
212	FBgn0050295	3023.64225815899	-0.502445592604623	0.159676702681755	-3.14664308672523	0.00165156429460885	0.0474723580984895	-1	Ipk1	Ipk1	FBgn0050295	NM_001103917	37360	GO:0005524|GO:0005634|GO:0032958|GO:0032958|GO:0035299|GO:0035299|GO:0052746|GO:0052746
213	FBgn0050414	91.1372076957385	-0.618818832502917	0.176639786339902	-3.5032811425176	0.000459564133391626	0.0218319818483608	-1	CG30414	uncharacterized protein	FBgn0050414	NM_001169793	37705	GO:0004252|GO:0004252|GO:0005615|GO:0006508|GO:0006508
214	FBgn0050497	8101.54462423637	0.366535210089687	0.0855400226000912	4.28495573122863	1.8277557879896e-05	0.00203353587929256	1	NA	NA	FBgn0050497	NA	NA	NA
215	FBgn0051005	873.558055530433	0.298208873481063	0.0885411932810527	3.36802410754134	0.000757089757498729	0.029519638701748	1	qless	qless	FBgn0051005	NM_001300690	43697	GO:0000010|GO:0004659|GO:0006744|GO:0008299|GO:0008299|GO:0014019|GO:0043066|GO:0098780|GO:1990234|GO:1990234
216	FBgn0051068	149.311452916878	0.564672840808271	0.15681798640851	3.60081680514185	0.00031721903937566	0.0165081811378317	1	CG31068	uncharacterized protein	FBgn0051068	NM_001202373	318578	GO:0003674|GO:0005575
217	FBgn0051084	81.5803831268371	-1.27844911994943	0.27325015571367	-4.67867663830017	2.88732371985871e-06	0.000496850665713287	-1	asRNA:CR31084	antisense RNA:CR31084	FBgn0051084	NR_167780	10178907	NA
218	FBgn0051121	440.551369454711	0.519285828742984	0.164728281072403	3.15237811845278	0.00161946413781251	0.0468816126239543	1	CG31121	uncharacterized protein	FBgn0051121	NM_170179	42975	GO:0005524|GO:0016020|GO:0042626|GO:0043190|GO:0055085
219	FBgn0051207	733.606667689054	-0.294793541548123	0.0758363720212372	-3.88723159733392	0.000101394004177251	0.00736220622956345	-1	CG31207	uncharacterized protein	FBgn0051207	NM_169943	326125	GO:0005615|GO:0005615|GO:0032504
220	FBgn0051248	1795.81088316675	-0.354718199614516	0.0902833389983456	-3.92894418338931	8.5319638412888e-05	0.00671423934973617	-1	CG31248	uncharacterized protein	FBgn0051248	NM_001275404	40853	GO:0008080
221	FBgn0051300	808.332905236841	-0.881323483701441	0.101994645869893	-8.64087988329974	5.57817399796725e-18	2.39973045392551e-14	-1	CG31300	uncharacterized protein	FBgn0051300	NM_143116	326132	NA
222	FBgn0051313	2018.3821507521	-0.630540178592773	0.153947735636029	-4.09580677486241	4.20700720381378e-05	0.00390616078938278	-1	CG31313	uncharacterized protein	FBgn0051313	NM_001275638	318677	GO:0004869
223	FBgn0051344	2221.10000525273	-0.249944222416172	0.0649960392486224	-3.84553005545594	0.000120292117866561	0.00839183823343698	-1	CG31344	uncharacterized protein	FBgn0051344	NM_142176	41835	GO:0016491
224	FBgn0051390	471.910723171208	-0.404128501684145	0.0987364756363672	-4.09300108272544	4.25825731443707e-05	0.00392550492143749	-1	MED7	Mediator complex subunit 7	FBgn0051390	NM_169357	41288	GO:0003712|GO:0005515|GO:0006357|GO:0006357|GO:0016592|GO:0016592|GO:0070847
225	FBgn0051469	232.757809948651	-0.70317709681692	0.156008330407446	-4.50730480212457	6.5656284585298e-06	0.00100876191530697	-1	CG31469	uncharacterized protein	FBgn0051469	NM_169551	261628	GO:0004725|GO:0005737|GO:0070062|GO:0098627|GO:0098628
226	FBgn0051781	4201.98343690994	-0.425746113548074	0.119386500728182	-3.56611602611093	0.000362311014065871	0.0184093934942289	-1	lncRNA:CR31781	long non-coding RNA:CR31781	FBgn0051781	NR_047978	12798248	GO:0046331
227	FBgn0051845	174.280298111865	0.619994951419039	0.144435139943816	4.29254924847382	1.7663335574696e-05	0.00201737176041617	1	asRNA:CR31845	antisense RNA:CR31845	FBgn0051845	NR_047955	12798199	GO:0003674|GO:0005575|GO:0008150
228	FBgn0052082	5771.25053015042	0.235038667409342	0.0573477724829399	4.09847945670885	4.15873140571558e-05	0.00388931793638878	1	IRSp53	Insulin receptor substrate 53 kDa	FBgn0052082	NM_001104112	39258	GO:0005543|GO:0005654|GO:0005829|GO:0007009|GO:0030838|GO:0046847|GO:0051017|GO:0051764|GO:0061024|GO:2000251
229	FBgn0052137	1772.93018014278	0.293270869402787	0.0927963240520898	3.16037162461483	0.00157568024063757	0.0460084370716482	1	CG32137	uncharacterized protein	FBgn0052137	NM_168563	39537	NA
230	FBgn0052194	678.238511639151	-0.362254165582407	0.0927662416090909	-3.90502147439492	9.4217018306257e-05	0.00715273434270913	-1	lncRNA:CR32194	long non-coding RNA:CR32194	FBgn0052194	NR_048293	12797932	GO:0003674|GO:0005575|GO:0008150
231	FBgn0052207	253.495994656666	0.527332669180823	0.164723755248895	3.20131524675377	0.00136801772795443	0.0424754510677548	1	hpRNA:CR32207	hairpin RNA:CR32207	FBgn0052207	NR_156767	10178801	NA
232	FBgn0052495	22907.3828483861	-0.372632069293554	0.0811556242271362	-4.59157418653625	4.39915212102134e-06	0.00069238362529148	-1	Gss1	Glutathione synthetase 1	FBgn0052495	NM_001169311	32775	GO:0004363|GO:0005524|GO:0005829|GO:0006750|GO:0043295|GO:0071722
233	FBgn0052499	52.6185137687269	2.69789032131546	0.555543028632423	4.85631208073449	1.19592168449818e-06	0.000257242754335559	1	Cda4	Chitin deacetylase-like 4	FBgn0052499	NM_167788	33144	GO:0005576|GO:0005975|GO:0008061|GO:0098595
234	FBgn0052553	722.254429976729	-0.740342687145705	0.12610792272122	-5.87070717818691	4.3394012596961e-09	2.8002156328819e-06	-1	lncRNA:CR32553	long non-coding RNA:CR32553	FBgn0052553	NR_144650	318087	GO:0003674|GO:0005575|GO:0008150
235	FBgn0052580	42.7308212005936	-1.89397190682905	0.437777086265918	-4.3263386007339	1.51608314123085e-05	0.00183646997326846	-1	Muc14A	Mucin 14A	FBgn0052580	NM_167482	318097	GO:0005201|GO:0031012
236	FBgn0052638	3193.04964642484	-0.268294099801511	0.0642653364486851	-4.17478713451909	2.9826481098699e-05	0.00298403538806053	-1	CG32638	uncharacterized protein	FBgn0052638	NM_167348	318133	GO:0005886|GO:0038166
237	FBgn0052819	725.167498816472	-0.513074978193372	0.160776370843636	-3.19123373354637	0.00141666623001738	0.0434303400887525	-1	CG17450	uncharacterized protein	FBgn0052819	NM_001298592	49952	GO:0005200|GO:0005737|GO:0007020|GO:0030317|GO:0015630|GO:0060271|GO:0060294
238	FBgn0052820	754.105611770075	-0.529557045148665	0.159819353389783	-3.31347257961387	0.000921451417783828	0.0327610247876531	-1	CG17450	uncharacterized protein	FBgn0052820	NM_001298592	49952	GO:0005200|GO:0005737|GO:0007020|GO:0030317|GO:0015630|GO:0060271|GO:0060294
239	FBgn0053177	394.445456639447	0.504619152233412	0.12667273846501	3.98364445537585	6.78663861007062e-05	0.00568755570789425	1	CG33177	uncharacterized protein	FBgn0053177	NM_176730	32438	GO:0004364|GO:0004602|GO:0016021
240	FBgn0053208	10890.9898606531	0.133633906226468	0.0416829347982878	3.20596202914094	0.00134611750057295	0.0421674574329964	1	Mical	Molecule interacting with CasL	FBgn0053208	NM_001144560	41225	GO:0003779|GO:0005815|GO:0005829|GO:0005886|GO:0007015|GO:0007411|GO:0007411|GO:0016322|GO:0016322|GO:0016709|GO:0016709|GO:0030036|GO:0030042|GO:0030042|GO:0030047|GO:0030240|GO:0031941|GO:0043195|GO:0045214|GO:0048813|GO:0048813|GO:0060386|GO:0071949|GO:1904799
241	FBgn0053548	6133.91781983625	-0.337323928194423	0.105545415465914	-3.19600739364527	0.00139343541023944	0.043043077603818	-1	SmydA-8	SET and MYND domain containing, arthropod-specific, member 8	FBgn0053548	NM_001014717	31200	GO:0000785|GO:0008757|GO:0010629|GO:0034968|GO:0042826
242	FBgn0054051	23.4822455348916	1.51599183819309	0.393724085407472	3.85039141464807	0.000117929206046483	0.0083169089247864	1	CG34051	uncharacterized protein	FBgn0054051	NM_001038827	3885660	GO:0003674|GO:0005615|GO:0019953
243	FBgn0061200	4120.68592731185	0.158518433091834	0.0478188396861598	3.31497865971253	0.000916501210480039	0.0326750403935231	1	Nup153	Nucleoporin 153kD	FBgn0061200	NM_001103532	32630	GO:0000791|GO:0005634|GO:0005635|GO:0005643|GO:0006325|GO:0006338|GO:0006355|GO:0006405|GO:0006606|GO:0006606|GO:0006607|GO:0006999|GO:0007549|GO:0008139|GO:0017056|GO:0017056|GO:0031490|GO:0034399|GO:0044613|GO:0045944
244	FBgn0063496	2341.93488932779	0.472167664243244	0.147196250464806	3.2077424713759	0.00133781234682878	0.0420092607011491	1	GstE4	Glutathione S transferase E4	FBgn0063496	NM_137482	37109	GO:0004364|GO:0004364|GO:0005737|GO:0006749|GO:0006749
245	FBgn0063649	1051.57391227726	0.353620569142293	0.11064910324613	3.195873791726	0.00139408077160979	0.043043077603818	1	CG6006	uncharacterized protein	FBgn0063649	NM_001104342	41962	GO:0016021|GO:0022857|GO:0055085
246	FBgn0064126	944.621949769453	-0.24890763524329	0.0768646760673446	-3.23825777949302	0.00120262092973976	0.0383235202943738	-1	CG33722	uncharacterized protein	FBgn0064126	NM_001031981	3772658	GO:0003674|GO:0005634|GO:0005737|GO:0006886|GO:0012506|GO:0042593
247	FBgn0066101	5227.51353273033	0.317241214434935	0.0586744813637444	5.40680048739148	6.41605443742002e-08	2.76018661897809e-05	1	LpR1	Lipophorin receptor 1	FBgn0066101	NM_001104461	2768687	GO:0005041|GO:0005509|GO:0005769|GO:0005886|GO:0006898|GO:0006898|GO:0006898|GO:0030228|GO:0030229|GO:0038024|GO:0055088|GO:0071813
248	FBgn0069969	3277.36034697275	-0.244467990511607	0.071397758158075	-3.4240289445833	0.000617000489104261	0.0260229029816327	-1	CG40498	uncharacterized protein	FBgn0069969	NM_001015119	3354890	GO:0003674|GO:0005575|GO:0008150
249	FBgn0083027	283.495715893327	-0.439306563872712	0.120531291428116	-3.64475115687871	0.000267650646144386	0.014953676359911	-1	snoRNA:Psi18S-531	ncRNA	FBgn0083027	NR_003724	5740514	NA
250	FBgn0083970	1255.16381653914	-1.55442942584201	0.141767434962953	-10.9646437931829	5.65226875509913e-28	7.29481805533094e-24	-1	CG34134	uncharacterized protein	FBgn0083970	NM_001042882	4379889	GO:0003674|GO:0005575|GO:0008150
251	FBgn0085195	4054.72005270557	-1.35584659156	0.313461677654092	-4.32539824870137	1.52256537377751e-05	0.00183646997326846	-1	CG34166	uncharacterized protein	FBgn0085195	NM_001103692	5740596	NA
252	FBgn0085236	1005.43315188765	-0.270115215720374	0.0793998265403569	-3.40196228996899	0.000669038688183843	0.0270677533219457	-1	CG34207	uncharacterized protein	FBgn0085236	NM_001103940	5740143	NA
253	FBgn0085282	653.601050865288	-0.400154309311167	0.0938947717547709	-4.26173153023118	2.02849045772082e-05	0.0022186184616394	-1	CG34253	uncharacterized protein	FBgn0085282	NM_001104166	5740501	NA
254	FBgn0085320	84.3442159764401	-1.25023530674437	0.263072252385608	-4.75244080440604	2.00975620001039e-06	0.000365322725596255	-1	CG34291	uncharacterized protein	FBgn0085320	NM_001104468	5740331	NA
255	FBgn0085412	6713.33433117771	0.269384151709522	0.0850690190544896	3.166654026385	0.00154203658844675	0.0454370325884134	1	kmr	kramer	FBgn0085412	NM_001104305	5740131	GO:0031234|GO:0090175|GO:1902936
256	FBgn0085419	1604.67652473085	0.304361962353702	0.0886343977091504	3.43390343049942	0.000594956117253726	0.0252582356884098	1	Rgk2	Rad, Gem/Kir family member 2	FBgn0085419	NM_001299648	37132	GO:0003924|GO:0003924|GO:0005525|GO:0007264|GO:0009898|GO:1901386
257	FBgn0085443	2955.32573699104	0.277345887079503	0.0808490008744987	3.43041823745015	0.000602651564012362	0.0255010527381755	1	spri	sprint	FBgn0085443	NM_001103471	31987	GO:0005085|GO:0005085|GO:0005085|GO:0005829|GO:0005938|GO:0007165|GO:0019901|GO:0030139|GO:0030139|GO:0030971|GO:0031267|GO:0031267|GO:0032483|GO:0048260|GO:0048675|GO:1903688
258	FBgn0085446	11717.3217727305	0.286271097682549	0.0666198616497781	4.29708334111352	1.73060141843656e-05	0.00201217494651732	1	CG34417	uncharacterized protein	FBgn0085446	NM_001103422	31591	GO:0005815|GO:0007498|GO:0030036|GO:0031941
259	FBgn0085466	104.189220474568	-0.744175335752899	0.21765648978958	-3.41903582324759	0.000628434523190097	0.0262478186287747	-1	CG34437	uncharacterized protein	FBgn0085466	NM_001104485	5740179	GO:0006508
260	FBgn0085485	92.8334733264721	-0.930448437986634	0.260544569090117	-3.57116803944899	0.000355392781885759	0.0182011874722921	-1	CG34456	uncharacterized protein	FBgn0085485	NM_001104089	5740168	GO:0005737
261	FBgn0085638	505.197446224137	-0.328126782952007	0.0954661371072009	-3.43710128947133	0.000587975678237006	0.0252582356884098	-1	CG41378	uncharacterized protein	FBgn0085638	NM_001110899	5740475	GO:0016671
262	FBgn0085732	2507.71628161234	-0.479668933949372	0.111261790484693	-4.31117396061823	1.62390083123129e-05	0.00190527855707919	-1	NA	NA	FBgn0085732	NA	NA	NA
263	FBgn0086068	24.2344106442594	-1.20662318886444	0.364462239470418	-3.31069465692174	0.000930646985519897	0.0328250811252044	-1	snoRNA:Or-CD12	ncRNA	FBgn0086068	NR_003852	5740674	NA
264	FBgn0086251	307.175325366023	-0.627618619058407	0.116055386603653	-5.4079232117146	6.37597481838666e-08	2.76018661897809e-05	-1	del	deadlock	FBgn0086251	NM_001273736	35380	GO:0000792|GO:0005634|GO:0005813|GO:0007052|GO:0007293|GO:0030717|GO:0030720|GO:0034587|GO:0045478|GO:0048477|GO:0048477|GO:0048477|GO:0048599
265	FBgn0086367	13107.199344882	-0.461266074775581	0.085591938582241	-5.38912989255844	7.07996224722917e-08	2.94754815363676e-05	-1	t	tan	FBgn0086367	NM_001298113	31863	GO:0001692|GO:0001694|GO:0003832|GO:0003832|GO:0005737|GO:0005829|GO:0007601|GO:0016787|GO:0031964|GO:0042416|GO:0048067
